text,label
এইগুলা করা হারাম,0
আপু এটা কী,2
ঠিক আছে,2
শাহীন নোটির পোলাকে ধইরা ফেল,0
হাই ডার্লিং খুব সুন্দর,0
ছি ছি ছি ছি ছি,0
আমি একজন ছোট ইউজার আপনার ছোট ভাইয়ের মতো প্লিজ আমার আইডি তে একটু সাহায্য করবেন আশা রইলো ছোট ভাইকে সাপুর্ট করবেন,1
এগিয়ে যাও লোকে অনেক বাজে কমেন্ট করবে তাতে কান দিও না একদিন খানকির লিস্টে তুমিও ১ নাম্বারে থাকবা,0
আমার অনেক ফলোয়ার দরকার ভিডিও তে শুধু ভিউজ হয় কিন্তু লাইক কমেন্ট কম পরে আমি সবসময় একটিভ থাকি ইনশাআল্লাহ সাপোর্ট করলে সাপোর্ট পাবেন ফলো করলে ব্যাক পাবেন ইনশাআল্লাহ,0
কি,2
শুনতে খারাপ হলেও সত্যি যে মেয়ে মানুষ বেশি স্বাধীনতা পেলে লাইসেন্স প্রাপ্ত মাগী হয়ে যায়,0
তোমাকে ভালবাসি,2
পরকালকে বয় করো ইসলামের শাহাজাদী আল্লাহু যেনো এই সব মেয়েদের কে হেদায়ত দান করুক আমিন আল্লাহু জানেন এরা মৃতুর পরে আল্লহর কাছে কি জবাব দিবে,0
আইডি কপি লিংক করে দিন প্লিজ লাইক অল ভিডিও সাপোর্ট করলে সাপোর্ট পাবেন,1
সালার মাল রে,0
বেয়াদব মেয়ে,0
টেটু অনাগ্রহী জায়গায় করলে আরও বেশি ভালো হতো,0
সাপট চাই ভাই,1
তুমি তো মাগি থেকে খারাপ,0
নিচে জেটা আছে ওয়টাতেও লেখিয়েন,0
ওরে চুদি লা,0
আমর নাম,2
খানকির মেয়ে,0
সরাসরি জাহান্নামী,0
আল্লাহ এদের হেদায়েত করো,0
আমার আইডি থেকে একটু ঘুরে আসবেন প্লিজ,1
বুনিত ২ টা চিপ দিয়া দেও,0
নাম টা পোর,2
আল্লাহ তুমি এদের হেদায়েত করে,0
নিচে একটা করো,2
পরকালে কি জবাব দেবেন,0
ভাইয়া আমি ট্যাটু করবো বুঝছেন আপনার মেসেজটা গেলে ঠিক আছে আমাকে শেয়ার করুন অথবা নাম্বার নাম্বারটা দিয়েন,2
আরে টিক আস ভাই,2
আপু টেটু করা হরাম,0
পুনদে লাগাইয়া দে,0
সুনাত আকা টেটু,0
"আসসালামু আলাইকুম
যারা বাসায় থেকে অনলাইনে কাজ করে মাসে ৩০k আয় করতে চান তারা নিচের ফর্মে থাকা তথ্যগুলো প্রদান করে নিজের আসন নিশ্চিত করুন",1
তোমার ভোঁদার মাথায় একটু ট্যাটু আটকাইল,0
সালায় এই চান্ছে হাত দিছে কী ভাগ্য রে লুইচ্চা মেয়েদের হাত দেওয়াই উচিত,0
সব ভবের পাগল,0
এই কাজ টা ঠিক হয়নি আপু,2
আপু আরেকটু নিছে দিতেন সমস্য কি,0
কবরে জায়গা নাই এদের,0
ওর নুনু তে টেটু করে দেন,0
"মার হাবা 
চা খাবা 
কাপ ছারা
দে লারা
চিনি ছারা
আমি আইছি
সবাই সরে দারা আপু আমার মনে নাই যে কমেন্ট টা পড়েছো প্লিজ একটা লাইক",0
য়র পুটকির মদদে লেইকা দেন সালিরে,0
জন্ম সমস্যা আছে,0
তোদের মত মেয়ে মানুষ পৃথিবীতে থাকে মেয়ে নামে জাতির কলঙ্কিনী,0
বাই আপনের দোকান কোথাই আমি আসবো,2
চুটিয়ে লাল করে দেব নোংরামি বার করে দেবো,0
মাঘি ছি ছি ছি,0
দুধের পর করে দেখান,0
তোদের কারণে সমাজ নষ্ট হয় আল্লাহ তোদেরকে হেদায়েত নসিব করুক এই দোয়া করি আমিন তোদের কারণে আজ পৃথিবীর এই অবস্থা নামাজ নাই কোরআন নাই শিক্ষা নাই মূর্খ,0
ছি ছি ছি ছি এটা কি,0
এক্সপ্রেশন দেখে মনে হয় জোরে জোরে থাপাইতেছে,0
কোথায় হাত দিয়েছে দেখেছো,0
ব্যতা কি পান,2
শেম,0
বুনি গুলা টিপতসে,0
বেসা মাগি,0
শয়তানে দরছে,0
জাহান্নামী মহিলা,0
ভাইয়াটা খুব মজা পাইসে,0
ঐ জাইগা্য় কোরবে,0
শাহিন সব শেষ করলো,0
ছি ছি ছি ছি এইসব কি,0
"এদের মতো ইবলিশ শয়তান কি করতে আল্লা দুনিয়াতে রেখেছে
এরা আরো দশটা মেয়ে নস্ট করবে",0
বাপ রে আমার নাম কেনো লেকলেন,2
ভালো লাগছে বিডিওটা ওই খানে আমার ছিল লাভ ইউ,2
এটা রাস্তার মেয়ে মোনা হয়,0
এই সব মেয়েদের জে কি অবস্থা হবে তা মাএ আল্লাহ তায়ালই জানে,0
সোনার মধ্যে একটা আক,0
বিয়াদপ মহিলা,0
কোন য়াগারে সেই আরাম,0
লাইক দিয়েছি আশা করি লাইক পাবো,1
ভাই টেটু তুলবো কি ভাবো জানলে প্লিজ বলবেন,2
কিয়ামতের আলামত,0
এরা নমরুদের অনুসারি,0
মাং টাতে একটু বেশি করে লাগালে,0
ইজত পাইলাম না,2
নাওজুবিল্লা,0
কেনো মুসলিম হয়ে এসব করেন,0
এদের ভদার উপরেও ট্যাটু লাগে,0
এটা টিকনা আল্লাহ মাফ করবেন না,0
ভাই এইসব টেটু কি করা যায়,2
যায়গার কি অভাব পড়ছে নাকি,0
কত জায়গা খালি ছিলো এতো মানুষের ভিতরে আমার নাম নিয়ে মনে পড়ছে,2
আল্লাহ সুবিকে হাদিয়াতে দান করুক,0
ছি ছি এটা কি,0
কেয়ামত অতি সন্নিকটে একটা মেয়ে এত নিচে নামতে পারে,0
টেটু তোমার সোনাতে করি নেও,0
পচা বেগুন নাকি,0
মরার ভয় নাই যে কবরে যাইলে কি জবাব দিমু,0
এদের বাবা মা ভালো না,0
ভাই এইটা কোন জাগাই আমি আকাবো ভাই,2
এসব ফাল্টু মেয়েদের কারনে সব মেয়েরই বদনাম হয়,0
তার তো Sex উঠে গিয়েছে আপনার কি বুঝতে পারেন নাই,0
সোনায় ভাই একটু আর্ট করে দিতা,0
মাগী,0
চি চি ইটা কি হলো,0
পবিত্র কোরআন শরীফে আছে শরীরের কোনো স্থানে টেটু করা হারাম,0
চি চি,0
এই মেয়ে এখনো সময় আছে ভালো হয়ে যাও আল্লাহকে ভয় করো জাহান্নামের আগুন সহ্য করতে পারবা না,0
খারাপ মানুষের কাজ এগুলো,0
ইয়া আল্লাহ এদের কে হেদায়েত দাও না হলে ধ্বংস করে দাও,0
হাইরে মালিক,0
আহারে কেয়া মরেত দিন যে কি হবে,0
অনেক বাজে মেয়েটা ছি ছি ছি,0
কতো টাকা লাগছে করতে,2
একটু সাপোর্ট করবে,1
বেশশা,0
ও চো,2
বিনামূল্যে টিপা টিপি,0
মরার পরে বুঝবি আকাশে অনেক তারার ভিরে,0
এই সব খারাপ মেয়ের জন্য ভালো মেয়েদের নাম খারাপ হয় আল্লাহ এদের হেদায়েত কবে দিবে,0
আল্লাহ ওদর কে রোহুমট দান করুন,0
তুই একটিপ ঘুরা,0
জেনার গুনা হচ্ছে,0
তোবা তোবা সালি নস্টো মহিলা রে কোটো,0
কোথায় করছেন এটা,2
তর সুনাত দে,0
আরেক টু নিছে লাগান মজা পাবেন,0
খারাপ,0
ছি তোদের কোনো ভয় নেই না মরনের,0
এদের মরার ভয় নাই,0
মরণের চিন্তা কর একটু,0
চি চি চি তোরা মানুষ,0
আর যায়গা পাইলো না,0
বাই আপনের নাবার দেয়া জাবে,2
ভাই পিছন মেরে দেও,0
এসব হারাম আল্লাহ কে ভয় করেন জিবন থাকতেই,0
খুব ভালো লাগে,2
এরা কারা,2
গূদ দে ট্যাটু লেখ,0
এই মেয়ে তুমি এত খারাপ কেন,0
নিচে টেটো করেন,0
জুনির বিতরে করেন,0
"আসসালামু আলাইকুম ভাইয়া সাপোর্ট চাই
ভাইয়া আমাকে ১০০শত লাইক দাও
আমি আপনাকে ১৪০টা লাইক দেবো যদি না দেই লাইক তুলে পেলতে পারবা সমস্যা নাই",1
নাওজো বিল্লাহ,0
দুদ করা,0
দারুন,2
কারা কারা আমার মতো কমেন পরতে আচ্ছো,2
আল্লার গজব পরব তর উপরে,0
তরেজে সাপোর্ট করব তার উপরে গজব পরব,0
সোনার ভিতরে আর একজনের নাম লেখ,0
নটি,0
ভাই এই জায়গাটা কোথায়,2
ভাই এই জায়গাটা কোথায় বলুন,2
আল্লাহ তো এদের জাহান্নাম ছাড়া আর কিছু দিব না,0
এটা আমার নাম,2
দুধের বোটায় একটা করে চিহ্ন দেয় নাই,0
তোগো বাই মাগি,0
আল্লাহ এদের ইমান দাও,0
আমাকে সাপুট করো,1
দুধটা খুইলা একটু ভালো করে করলা একটু মজা লাগবে,0
যে আমার আইডি ঢুইকা সবগুলোতে লাইক করবে তাদের আইডিতে ঢুইকা সবগুলোতে লাইক করবো,1
পুনদের করার মাজখানে মারছনা কেনে টেটু,0
ভাই এটা কোন জায়গায়,2
হেতত তেতু মার,0
প্রতি দিন কম হলেও 20 বার মূত্যকে সরণ করো,0
ভাই আগুলা কিহ বাহ্ এটা কন যায়গা প্লিজ প্লিজ বলবান ভাইয়া,2
আমিও করব ভাই এইটা কুথায় গো,2
দুধের উপর ট্যাটু করেন,0
চি,0
খানকির ছেলে,0
মাগি খোর,0
আনক কুট,2
বেশ্বা,0
আর একটু নিজেকে লাগালেই তো পারতেন পারেন আপু,0
সাহিন দেখলে স্ট্রোক কোরবে,0
ভুদায় লাগাউ,0
কি দারুন,2
আমিও আকবো,2
আল্লাহ আমাদের বোঝার তৌফিক দান করুন আমিন,0
নামাজ হবে না,0
মরে যাব রে,2
সালি মাগি,0
মাগীর ঘোরের মাগী,0
আল্লাহ ইদর হেদায়েদ দ্যান কোরো,0
তুই হান্ডেট পার্সেন্ট জাহান্নামী,0
জাহান্নাম অপেক্ষা আছে,0
কাফের,0
তুই খানি,0
তোমাদের মতো মানুষের জন্য জাহান্নাম অপেক্ষা করছে,0
বুদাডার মাজে লেইখা দেরে ভাই,0
বেইমানি শিখি নাই পাশে থাকলে পাশে পাবেন লাইক দিলে পাবেন ফলো দিলে ফলো পাবেন ইনশাআল্লাহ,0
ওর ভোদার ভিতর একটা লাগিয়ে দিন,0
খারাপ মানুষ এতে হয়,0
চরিত্র খারাপ,0
দেহ বেভ সাহি মহিলা,0
পাগল,0
এই পালতু মেয়ে মরার ভয় নেই ভালো যাও,0
লুচ্চা মেয়ে,0
কি সব মহিলা,0
এই ছেলেটা মেয়ে দুথথরতছে,0
জারা টাটো করে তাদের জন্য জান্নাত দরজা বন্ধ,0
দিচে নাকি টিবে,0
আল্লাহ মাফ কোরো মোরা পাপি তোমার দরবারে আল্লাহ হেদায়েত দ্যান কোরো,0
মেয়েরা খারাপ,0
তোর গুষ্টির মার হেডা,0
এই মজার সাজা একদিন ঠিকি পায়বি অপেক্ষা কর,0
হারাম কাজ,0
ভোদায় একতা তাত্তো কোরেন না আমার নাম লিখে দয়া করে,0
এদের জন্য দেশটা ধ্বংস হয়ে যাচ্ছে,0
নাইছ ভাই,2
তোমার কি লজ্জা নাই একটা মায়া হইয়া কি করতাসো,0
এ আপু মরার পর কি জবাব দিবে,0
ইতা কইরা কিতা হয় আপু আর ও গুনাগার ওই বায়,0
এরা জাহান্নামে যাবে,0
তোরা পাগল কি বল,0
টেটু করা ভলো না,2
ভাই এটা কোথায়,2
আর একটু নিচে লাগাউ,0
আপনি কি দুধের উপর আকাই ছেন,0
একটা টেটু কত টাকা ভাইয়া বলবেন,2
তরে যদি আমার সামনে পাইতাম জুতাদা পিটাইতাম,0
ফালতু মহিলা আল্লাহ কে বয় করেন,0
যত টাকা লাগবে ভাই আমার এখানে চাকরি চাই,0
ম্যাগি,0
ভাই এখানে একটা মহিলা থাকলে হয়,2
এগুলো মেয়ে কি মুসলিম না নাকি কোনো মুসলমান ঘরের মেয়েরা তো এমন করবে বলে আমার মনে হয় না,0
দুদ টেট,0
লাইক কমেন্ট দুটাই করলাম আমার আইডিতে ঘুরে আসুন আমার সব বিডিওতে লাইক দেন আমিও আপনার সব ভিড তে দিবো,1
ভাইয়া আমার সব ভিডিওতে লাইক দিন কথা দিলাম তোমার প্রোপ্রাইলে গিয়ে সব ভিডিওতে লাইক করব ইনশাআল্লাহ,0
ছি ছি মেয়ারা খুব খারাপ,0
ছামার পরদার আকলে বালো হবে,0
অসাধারণ লাগে আপনার ভিডিও গুলো সময় পেলে আমার আইডি টা থেকে ঘুরে আসবেন প্লিজ প্লিজ প্লিজ প্লিজ,1
এদের মতো কিছু মেয়ের জন্য বাকি মেয়ে গুলাও এইগুলা করতে আক্রিস্ট হচ্ছে,0
ওই কলিজার ভাই সাপোর্ট করবেন পিলিজ,1
সবাই আমার আইডিটা গুড়ে আসেন ১০০ সাপোর্ট ব্যাক পাবেন,1
স্টিকারটা দুধের ভিতর অনেক সুন্দর লাগতো কিন্তু,0
আস্তাগ পিরোল্লা এদের কে জাহান্নামেও জায়গা দিবে না,0
আর মনে হয় কিয়ামত বেশি একটা দুরে না,0
মরার পরে বুযতে পারবী,0
ভাইয়া আমি তাতু করতে চাই কোথায় অসবো বলবান প্লিজ,2
নোটি,0
মাল তক নারি দিল রে,0
ভাই আমিও করবো কোথায় করাজাবে,2
তুই একটা নষ্ট,0
আপু দুধে উপের গোলাপ হলে ভালো হোতো আল্লাহ তুমি তাদের হেদায়েত দান করেন,0
নাইছ,2
সয়তান,0
নিশ্চিত জান্নাতি,0
ছি ছি এতবাজে মহিলা,0
আর কি জাইগা নাই,2
সারির বেটি,0
আল্লাহ তুমি এদর হেদায়েত দ্যান করিউ,0
সাপোর্ট চাই বন্ধু,1
কি খারাপ মহিলা,0
কিআমত অনেক নিকটে,0
কোন জাইগা এইটা,2
আল্লাহর নবী বলেছেন মানুষ পশুর থেকেও খারাপ হবে৷ এটাই তার প্রমান,0
বাইয়া আরেকটু নিচে দিলে,0
হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম,0
এই বিয়াদব মেয়ে মাগি,0
আল্লাহকে ভয় করো,0
ভাই আমি ট্যাটু করতে চাই কোথায় আসতে হবে,2
আমার স্বামীর নাম লিখছে,0
টেটু নিয়ে কবরে যাবেন আল্লাহ আপনার কে দেখে নিবে,0
আল্লাহ এদের হেদায়েত কবে দিবা,0
নাহূজু বিল্লাহ,0
ভাই একটু নিচে দিলে ভালো হতো আরও সুন্দর লাগতো,0
অনেক খারাপ তুই একটা,0
আগে টান্ডা করে তারপর টেটো লাগায়,0
খানকি মাগী,0
তোমার চেয়ে তো সানিলিওন ভালো আছে ঠিক আছে,0
নিচে টেটো লাগান মেয়েরা কতটা নিচে নেমেগেছে তবে সব মেয়ে এক না,0
দুধে একে দাও,0
"শাহিনকে অনেক ভালোবাসে
আর শাহিন এর আমানত অন্য জনকে দিয়ে নষ্ট করতাছে",0
পতিতা মাগি একটা,0
কিসু বললাম না,2
ফলো ব্যাক না করলে লাইক দিব না,1
চছিছি,0
দুধের বোঁটা চুষতে থাকি স,0
আপনে কেমন মহিলা,0
নাউজুবিল্লাহ আল্লাহ হেদায়েত দিক,0
হ আল্লাহ,0
কি কোরেন আইশব,0
এদের কারনে যুবো সমাজ টা নষ্ট,0
মরার আগে পেটের মধ্যে তেল লাগেয়ে যাইও কবরে শুয়ারের বাচ্চারা,0
এটা তো আমার নাম,2
দুদ টিপি দে,0
এই যে আপু এটা কিন্তু ঠি না আর এই কাজটা ভালো করেন নাই,0
আপু আপনার কি বেথা লাগেনা,2
এই শরীরে টেটু টোলা যাবে একটু আমাকে জানাবেন দয়া করে,2
নাউযুবিল্লাহ,0
মোরলা জে কি হবি জান্নাত পাবি না,0
ছি ছিছিছি থুথুথুথু,0
আর কমেন্ট করমু না আমি সবাইকে এতো লাইক কমেন্ট করি কিন্তু আমি ভিডিও আপলোড করলে লাইক কমেন্ট পাইনা,1
কি বলবো,2
তোদের মত বয়লারের কারণে দেশে ইভটিজিং বেশি দর্শন বিষয়,0
এসব চাকরি পাইলো জীবনে কি লাগে আরহাতাইতে সেই মজা,0
তোর উপর খোদার নালত হোক,0
আপু আপনি এইটা কোন জায়গায় করলেন আমি করব বলেন,2
এটার ভিতর যদি মানুষের মৃত্যু হয় তাহলে কি হবে,2
"এটা কক্সবাজারে
কারণ কক্সবাজারের ওয়াটার পার্ক এমন আমি গেছিলাম তবে এইটা লক্ষ করি নাই মানে আপনি যেখানে ওঠছেন কক্সবাজারে হলে রিপ্লাই দিয়েন",2
বইন তোরে ওঠামো রাগ করিস না,2
কোথায় এইটা ভাইয়া আমি যাবো,2
আপনার টা দেখে আমার ধম আটকে জাছিল ভাই আর আপনি কি ভাবে পারলেন থাকতে এই টার বিতর,2
আসসালামু আলাইকুম আমি কিন্তু খুব ভয় পাইছি আল্লাহ গো তবুও শখ হয়,0
আমি কিন্তু অনেক ভয় পাইছি তবুও কিল্লাই জানি শখ হয় মাগো আল্লাহ আই তো মুতি দিচি,0
ভাই সত্যি আমি হটাৎ নিশসাস লইতে কস্ট হয়েছে এই বিডিও দেখে,2
আমি এই রাইড করছি ওনেক ভয় করে,2
ভাই আপনি কমনে আইতার ভিতোরে দুকচিলেন আমার তো আপনকে দেখে দোম বন্ধু হয় আস্তেসিলো,2
আল্লাহ ভয়ে আমার বুকটা কেঁপে উঠছে,0
বই লাগে না,2
সী পার্ল ওয়াটার পার্ক গ্যাসিলাম,2
ওএমজি আমি হোলা টু হার্ট অ্যাটাক করতাম,2
আমিও গেছিলাম গত সপ্তাহে,2
ভাই আপনি আমার 50 ভিডিও দেখে লাইক কমেন্ট কফি লিংক করেন আমি ও আপনার 50 ভিডিও দেখে লাইক কমেন্ট কপি লিঙ্ক কোরবো,1
কোথায় এটা,2
যা ভয় পেয়েছে,2
আমিতো মরে গেলাম উনি পানিতে এমনিতেই ভয় করে সাঁতার জানিনা তবে এইটুকু ভিতর দিয়ে ছয়তালা ওরে মা আমিতো আর বাঁচমুইনা,2
তোমাকে শিখিয়ে দিচ্ছি যে সে আমার ভাই,2
আমার দেইখাই দম আটকে আসছে,2
চমৎকার হয়েছে বন্ধ আমার কুলিজা বন্ধ,2
টিকিট কত টাকা,2
কোন জাইগা ভায়া বলবেন প্লিজ,2
ভাই ভয় পান্না নাকি,2
কোন যায়গা এটা একটু বলেন প্লিজ ভাই,2
সমর্থন,1
ভালো লেগেছে ভয় পাইছেন ভয়ের কিছু নেই,2
কিরে ভাই বেডা মানুষ দেহি সত্যি ভয় পাইছি,0
ভাইটা ভয় পাইছে,0
হাটুর ওপরে কাপড় পরা জায়েজ নয় টাকনুর নিচে কাপড় পরা জায়েজ নয় নাভির নিচে কাপড় পরা জায়েজ নয়,0
ওমা গো আমি তো দেইখাই ভয় পাইসি,2
ভাই এখনে কী খুব অন্ধকার,2
এইটা ওয়াটার পাক রাইট,2
এটা দেখে যদি সবার এত ভয় হয় জাহান্নামের কথা একবার ভেবে দেখুন,0
এটা তো জীবন নিয়ে খেলা হলো ভাই সাবধান এগুলো ভালো না,2
ভাই আপনি মনে হয় অনেক বয় পেয়েছেন চেয়ে ছিলাম আমিও একদি উঠবো আপনার বয় দেখে আমার ওঠার সাধ মিটেগেছে,2
লাস্ট একটা দেইকা কুব হাসি পাইলাম,2
স্লামালাইকুম বন্ধুরা লাইক শেয়ার কপি লিংক কমেন্ট করে দেবেন ইনশাল্লাহ পাশে থাকবেন আশা করি,0
আমি কখনি পারতাম না,2
আমার কথাটা হয়তো আপনার কাছে খারাপ লাগলো শুনে কিন্তু এটাই সত্যি আমি অনেক ভয় পেয়েছি,2
ও মাগো,2
এটা আমিও দিছি কিন্তু অনেক ভয় পাইছি,2
হার্ট অ্যাটাক হয়ে যাবে তো,2
ভাইয়া এটা কোথায়,2
এটার ভিতর যদি মানুষের মৃত্যু হয় তাহলে কি হবে,2
ওমা গো আমি তো অনেক ভয় পাইছি,2
ভয়ে পাইছে উনি,2
ভাইয়া আপনে তো ওনাক ভয় পায়সেন,2
কোন জায়গায়,2
সত্যি ভয় লাগার ব্যাপার,2
আহারেেে ভয় পাইছে,0
মাঝ পথে যদি আটকে যায়,2
আপনার জন্য তিনটা কপি লিংক করে দিলাম,1
ক আরো উঠবি,0
ভালা লগছে,2
অসাধারণ চমৎকার ভিডিও,2
সাপোর্ট চাই ভাই,1
ওঠা কোথায় ভাইয়া,2
বুক ধরফর করছিল,2
বেচারা ভয় পাইছে,2
একটা বাউল সাব পার্ক মনা বে,2
এ জিনিস টায় ওঠতে হবেত কোথায় এটা ভাই,2
আমাকে সাপোর্ট করবেন প্লিজ,1
আমারে সাপোর্ট কর ভাইয়া,1
এই জায়গাটা কোথায়,2
ইনানি,2
আমি ত দেখেই ভয় পাইচি,2
সাপোর্ট করলে সাপোর্ট পাবেন ইনশাআল্লাহ,0
সোত্তি ভাইয়া তুমি খুব ভয় পাইসো,2
এর থেকে মহা আকাশ থেকে লাফ দেওয়াও সহজ ভাই,0
ভয় করে না ভাইয়া,2
কোন জাইগা এটা,2
ভয় পাইছেন ভাইয়া,2
লেংটু,0
ভাই দেইখা ভয় পাইলাম,2
এটা কোথায় ভাই বলবেন,2
সাপোর্ট করবেন সাপোর্ট পাবেন,1
ওয়াও সেই,2
ও মা অনেক ভয় পাইছি,2
আমার আত্মা শেষ রে ভাইয়া,2
ভয় পাইনা এর ভিতরে মানুষ,2
শীত করে না রে ভাই,2
আমি হলে শেষ হয়ে যেতাম,2
আমি গেছি ভাই নন্দন পাক বারইপাড়া খুব ভই পাইছিলাম,2
এটা কি ভাবে,2
কার কার সাপোর্ট লাগবে বলেন ফলো করলে ব্যাক,1
আমি ও দিছি কলিজার ধড়ী যে ভয়েস শিকড় দিছি,2
সবার একটু সাপোর্ট চাই,1
ভাই যাদের হার্টের প্রবলেম আছে তারা এই গেম খেলতে যাবেন না,2
ভয়ংকর বেপার,2
এটার ভিতর যদি মানুষের মরন হয় তখন কি করবেন,2
অসাধারণ ভিডিও অনেক সাহসের প্রয়োজন,2
ভাই আপনি তবিতরে থেকে ভই পাইছেন আর আমি তভিডিও তা এক বার দেখেই খুব ভই পেয়ে গেছি,2
ভয় পাইছে কইয়া দিমু,0
এটা সম্ভব,2
অসাধারণ ভাইয়া লাইক কমেন্ট শেয়ার কফিলিং করে দিলাম তিনবার,1
সময় পেলে আমার আইডি থেকে একবার ঘুরে আসবেন ভাইরাল হওয়ার ইচ্ছা নাই কিন্তু বন্ধু হবার ইচ্ছা আছে আমার,1
ভালো লাগছে ভয় করলেই ভয় না করলে কিছু্ই না,2
এই শীতের মাজে পানি দেখলে ভয় করে,2
হা হা ভয় পাইছে আমি হলে মরে জেতাম,0
বাবারে আমি ভয়ে পাইছি,2
ভাই বই পায়া গেছি,2
আমি তো ইস্টক করমু,2
ভাই অনেক মজা,2
ভয় পাইছেন ভাই,2
কেনো ভাই,2
সাপোর্ট করবেন প্লিজ,1
কপি লিংক ডান,1
আমি হলে মরেয়ে যাই তাম,2
অনেক সুন্দর পোস্ট লাইক কমেন্ট কফি লিঃ করে দিলাম রিপ্লাই ভিডিও দিয়ে সাপোর্ট করবেন,1
যে একটি দ্রুত প্রস্থান ছিল,2
খুব সুন্দর হয়েছে,2
"নসিধি
ডিম হলীডে",2
কোন জায়গা ভাইয়া,2
একটা দুর ঘটনা সারাজীবনের কান্না,2
কুন জগৎ ইতা,2
সাপোর্ট চি প্লিজ,1
আহারে,2
আমি দিসে আইতা কক্সবাজার ওয়াটার পার্ক,2
আমার আইডি থেকে গুরে আশার দাওয়াত রয়লো,1
আমি ভয়ে শেষ ভাই,2
ভাইয়া আইতা কোথাই,2
দেখতে গোপাল ভারের মতো,0
তুই আর আমি যাবানে বুঝছিস,2
আমি গেসি কক্সবাজার রাজকীয় টার্লিপ ওয়াটারপার্ক,2
কি সহোস,2
আমি ঐ খানে ই হার্ট অ্যাটাক করবো,2
আমি হোল তো মোরেই জেতাম,2
আমি হলে হার্টঅ্যাটাক করতাম,2
আমিতো হার্টঅ্যাটাক করতাম বাবারে,2
ভাল করেছ,2
আমাকে যে সাপোর্ট করবে আমিও তাকে সাপট করব ঈনশায়াল্লাহ,0
সী পার্ল ওয়াটারপার্ক কক্সবাজার,2
ভয় পাইছে,0
ভাইয়া আপনি ভয় পান না,2
এগুলো তে কেই উঠো না জিবনে প্রথম হার্ড দৃর্বল করতে চাইলো চইরেন,2
এটা কিন্তু রিস্ক,2
তুই আয়ইছ না আমি বয় পাইচি এটা বলে ভাই টা,2
আইতা কন যায়েগা পিজ ভাই বলবেন,2
জায়গা টা কোথায়,2
কোথায় এই জায়গা ভাইয়া,2
আমি শেষ,2
অনুভূতি টা শুন্টে চাই,2
কত টাকা লাগে ভাই,2
দম নেওয়া জাই,2
বিশ্বাস করেন ভাই দম বন্ধ হয়ে গেছিলো,2
মনে হচ্ছে ভাইয়া টা ভয় পেয়েছে,2
ভাইয়াটা অনেক ভয় পাইছে,2
৬ তলা থেকে নিচে আসতে কতক্ষণ লাগলো,2
আমার সারা জীবন মনে থাকবে রাইডটার কথা,2
যদি ওই সময় মেশিন অর্ধেক গিয়ে নষ্ট হয়ে যেতো,0
ধরুন এই ঝর্ণায় হঠাৎ করে একটি জিলেট বা ধারালো কিছু আটকে আসে এই সময় তোমার কি হতে পারে,0
কক্সবাজার না,2
হে আমার খোদা আমি খুব ভয় পাইছি,2
ই গুলা থিক না মানুস ইইয়া ইস্তক কোরে,2
মরার সময় এসেছে,0
এইটা কক্সবাজার ইনানী হোটেল রয়েল টিউলিপ ওয়াটার পার্ক,2
এটা কোথায় ভাই রিপ্লাই দিবেন ভাই,2
আপনি তো ফেরে আসেন আমি হোল মোরে ফেরতাম,2
ভাই আপনারে দেখে আমারি ভয় লাগছিলো,2
আমি ৩ বার দিছি ভাই,2
আমি ভয় পেয়েছি আপনি কি ভালো আছেন,2
আমার তো খুব ভয় লাগে ভিডিও দেইখা,2
ওতো ভয়ে মুতে দিছে,0
সবাই সাপোর্ট করেন প্লিজ,1
জাকে বোলে আক্কেবারে প্রাণ নিয়ে বাছা,2
এইটা কোন জায়গায়,2
আমি প্রথম দিয়া অনেক ভয় পেলাম,2
ইনশাআল্লাহ আমার উথার আসা আস,0
নতুন আইডি ঘুরে আসার দাওয়াত রইল ফলো করলে ফলো ব্যাক পাবেন নিশ্চিত,1
প্রিয় কথা দিলাম সাপোর্ট করলে সাপোর্ট পাবেন লাইক করলে ব্যাক পাবেন ফলো করলে ফলো ব্যাক পাবেন ১০০,1
আমার তো দেখেই জান ওরে গেসে,2
কত টাকা লাগে এটা করতে,2
ভাই আমি খুব ভয় পাইসি,2
দেখেই নিশ্বাস বন্ধ হয়ে আসছিল,2
দুবাই,2
আমি হলে তো ওইখানে ই শেষ,2
ভয় পাইছেন নি ভাই,2
আমি দেখে এ ভয় পায়ে গেলাম,2
ভাই আসলে অনেক ভয় পাইছিলাম আমি দিছি এইটা,2
ওইখানে আমি গিয়েছি অনেক মজার জাগায়,2
ভাই ইটা কন পার্ক,2
সে ভয় পাইছে ভাই,2
রাইড টার নাম কি ভাই,2
আমি তো ভয় পাইছি,2
ভাই আর জাইওনা,2
ভাইয়া সত্যি খুব ভয় পাইছি,2
ভাই আমিও দিছিলাম ৫ তলা থেকে,2
হিজাবি কুইন আসসালামু আলাইকুম আমি কিন্তু খুব ভয় পাইছি আল্লাহ গো তবুও শখ হয়,0
"শরীল শীতল হয়ে যায় যে একবার দিবে ২য় বার ভুল করেও নাম নিবে না ওঠার জন্যে
মনে হয় কলিজা খুলে হাতে চলে আসছে ভাই কলেমা পড়ে নিয়েছিলাম",2
ভাই অনেক ভয় পাইছেন,2
